-4.5793174225E+01   -4.5788454271E+01   -4.5774276797E+01   -4.5750659428E+01
   -4.5717619792E+01   -4.5675182552E+01   -4.5623379390E+01   -4.5562248988E+01
   -4.5491837004E+01   -4.5412196044E+01   -4.5323385623E+01   -4.5225472132E+01
   -4.5118528788E+01   -4.5002635589E+01   -4.4877879255E+01   -4.4744353169E+01
   -4.4602157309E+01   -4.4451398177E+01   -4.4292188720E+01   -4.4124648245E+01
   -4.3948902327E+01   -4.3765082717E+01   -4.3573327237E+01   -4.3373779671E+01
   -4.3166589651E+01   -4.2951912547E+01   -4.2729909330E+01   -4.2500746455E+01
   -4.2264595727E+01   -4.2021634162E+01   -4.1772043851E+01   -4.1516011824E+01
   -4.1253729894E+01   -4.0985394533E+01   -4.0711206709E+01   -4.0431371752E+01
   -4.0146099200E+01   -3.9855602666E+01   -3.9560099675E+01   -3.9259811534E+01
   -3.8954963181E+01   -3.8645783041E+01   -3.8332502872E+01   -3.8015357622E+01
   -3.7694585273E+01   -3.7370426682E+01   -3.7043125420E+01   -3.6712927591E+01
   -3.6380081658E+01   -3.6044838254E+01   -3.5707449960E+01   -3.5368171082E+01
   -3.5027257428E+01   -3.4684966035E+01   -3.4341554884E+01   -3.3997282619E+01
   -3.3652408207E+01   -3.3307190596E+01   -3.2961888362E+01   -3.2616759283E+01
   -3.2272059999E+01   -3.1928045476E+01   -3.1584968662E+01   -3.1243079972E+01
   -3.0902626759E+01   -3.0563852936E+01   -3.0226998404E+01   -2.9892298452E+01
   -2.9559983380E+01   -2.9230277982E+01   -2.8903400893E+01   -2.8579564063E+01
   -2.8258972337E+01   -2.7941822884E+01   -2.7628304667E+01   -2.7318598034E+01
   -2.7012873867E+01   -2.6711293357E+01   -2.6414007425E+01   -2.6121156194E+01
   -2.5832868475E+01   -2.5549261252E+01   -2.5270439163E+01   -2.4996493981E+01
   -2.4727504090E+01   -2.4463533948E+01   -2.4204633551E+01   -2.3950837873E+01
   -2.3702166308E+01   -2.3458622083E+01   -2.3220191664E+01   -2.2986844139E+01
   -2.2758530585E+01   -2.2535183375E+01   -2.2316715573E+01   -2.2103021768E+01
   -2.1893987279E+01   -2.1689498489E+01   -2.1489442457E+01   -2.1293706326E+01
   -2.1102176634E+01   -2.0914738702E+01   -2.0731276196E+01   -2.0551670390E+01
   -2.0375799754E+01   -2.0203539748E+01   -2.0034762549E+01   -1.9869337083E+01
   -1.9707128683E+01   -1.9547999147E+01   -1.9391807463E+01   -1.9238410108E+01
   -1.9087661528E+01   -1.8939414588E+01   -1.8793522086E+01   -1.8649837370E+01
   -1.8508214910E+01   -1.8368512890E+01   -1.8230593513E+01   -1.8094323159E+01
   -1.7959575768E+01   -1.7826233921E+01   -1.7694187632E+01   -1.7563336319E+01
   -1.7433593958E+01   -1.7304883939E+01   -1.7177140271E+01   -1.7050316722E+01
   -1.6924377020E+01   -1.6799297378E+01   -1.6675076787E+01   -1.6551723315E+01
   -1.6429261334E+01   -1.6307737259E+01   -1.6187204514E+01   -1.6067738582E+01
   -1.5949430494E+01   -1.5832376776E+01   -1.5716700129E+01   -1.5602525316E+01
   -1.5489990378E+01   -1.5379242195E+01   -1.5270429836E+01   -1.5163707747E+01
   -1.5059226717E+01   -1.4957136513E+01   -1.4857570026E+01   -1.4760663767E+01
   -1.4666511197E+01   -1.4575211522E+01   -1.4486807710E+01   -1.4401324722E+01
   -1.4318744132E+01   -1.4238980817E+01   -1.4161938010E+01   -1.4087395431E+01
   -1.4015161855E+01   -1.3944887653E+01   -1.3876268641E+01   -1.3808878106E+01
   -1.3742319487E+01   -1.3676155917E+01   -1.3609972047E+01   -1.3543392863E+01
   -1.3476076459E+01   -1.3407777571E+01   -1.3338297766E+01   -1.3267560877E+01
   -1.3195533856E+01   -1.3122304307E+01   -1.3047978845E+01   -1.2972761216E+01
   -1.2896845774E+01   -1.2820482588E+01   -1.2743900257E+01   -1.2667329709E+01
   -1.2590993198E+01   -1.2515060914E+01   -1.2439723914E+01   -1.2365079394E+01
   -1.2291274968E+01   -1.2218347544E+01   -1.2146390771E+01   -1.2075410030E+01
   -1.2005443278E+01   -1.1936484441E+01   -1.1868531365E+01   -1.1801570383E+01
